index1,index2,similarity,citing1,cited1,citing2,cited2,remove_row
153,1091,0.9916805324459236,f33ad0e60a8b8a65b34132d457b5789d4374f595,e818bff84c194acb4dfd32e80808b683462b8031,f33ad0e60a8b8a65b34132d457b5789d4374f595,e818bff84c194acb4dfd32e80808b683462b8031,153
155,5389,0.9065420560747663,b98b42d4f58eb23e9d12cf554224a2dbe7f2ad23,b4b6700987b4de647dd0b7d8cb8e57f7abbf26d8,b98b42d4f58eb23e9d12cf554224a2dbe7f2ad23,b4b6700987b4de647dd0b7d8cb8e57f7abbf26d8,5389
158,4730,0.7232876712328767,0eea5d66f255d38333a181b445047d93ef678a93,642ac876ef7734e2c7b852bc3a7a8d987d8dbd83,0eea5d66f255d38333a181b445047d93ef678a93,642ac876ef7734e2c7b852bc3a7a8d987d8dbd83,158
162,3087,0.972972972972973,4dc04900869a24f27a4929495043a3569fe61f26,5e8a668e31d50d6005d09eb895ad2f7dbe1d2bad,4dc04900869a24f27a4929495043a3569fe61f26,5e8a668e31d50d6005d09eb895ad2f7dbe1d2bad,3087
166,1533,0.9598603839441536,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,166
166,4085,0.6417322834645669,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,4085
166,6875,0.7859649122807018,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,7801866bcfec901af53dcd6ba7fb381fa54db30e,21c58f2f4a377853fa58c8d5ac624b38df3bc250,166
175,1913,0.8953771289537713,b5a076b270d17b28cfb0a389bc503d12b5f64288,4044489d3f31cec999bc6cba9d7c7f91e511ffb2,b5a076b270d17b28cfb0a389bc503d12b5f64288,4044489d3f31cec999bc6cba9d7c7f91e511ffb2,1913
187,1635,0.9649122807017544,a0cedf03204eff9e56a98fd28a4ceb4bba824893,8136368261536e4d6b468bc737147ad51872b97f,a0cedf03204eff9e56a98fd28a4ceb4bba824893,8136368261536e4d6b468bc737147ad51872b97f,1635
189,576,0.7125,f20cf27f1c49917aff7ea08f7715f28e37e067b0,91695bee521ee44b2c08a87d9693953afc26583f,f20cf27f1c49917aff7ea08f7715f28e37e067b0,91695bee521ee44b2c08a87d9693953afc26583f,576
192,397,0.9988571428571428,1f9a44b75f2a0bc800c56dd520a71daf454df4dd,144421d0903da7d7b4aa6c075af99e742e21cda7,1f9a44b75f2a0bc800c56dd520a71daf454df4dd,144421d0903da7d7b4aa6c075af99e742e21cda7,192
196,8137,0.9473684210526316,599de37e6628fd9e2f42eff08de73e85fc9e3e10,d55c95cedf9904a2776b682518c24b4d4d96bec7,599de37e6628fd9e2f42eff08de73e85fc9e3e10,d55c95cedf9904a2776b682518c24b4d4d96bec7,8137
204,1613,0.8762886597938144,9efebeada238948c156bb066fab1b2bc174f2f29,0230905979a5e3fdb60e74bd505e79ac0746ec56,9efebeada238948c156bb066fab1b2bc174f2f29,0230905979a5e3fdb60e74bd505e79ac0746ec56,1613
208,6409,0.7967698519515478,5227ec6b6b9e6630d3eec53e8784b1d43b97febf,61ba484c3fd142d5ddf606eae1a549fe29594208,5227ec6b6b9e6630d3eec53e8784b1d43b97febf,61ba484c3fd142d5ddf606eae1a549fe29594208,208
213,3536,0.9818181818181818,b76ee98a58ca87e08036bb96f9600ece9234e199,f1f37994f37d6b3d5a2faac97db56a25439bfc17,b76ee98a58ca87e08036bb96f9600ece9234e199,f1f37994f37d6b3d5a2faac97db56a25439bfc17,213
214,5701,0.8125,5f94a64d4d62b3df1a5cc9e9a9cc7877fd41ac07,678e84713fdd4677117b339aa36b466b9a877614,5f94a64d4d62b3df1a5cc9e9a9cc7877fd41ac07,678e84713fdd4677117b339aa36b466b9a877614,5701
221,6463,0.8902627511591963,800ec2373cfc2706baa123c57aeb06c4f8d2279c,46d8cc36dbf30b274aa7edbd36ed319556ea8047,800ec2373cfc2706baa123c57aeb06c4f8d2279c,46d8cc36dbf30b274aa7edbd36ed319556ea8047,6463
223,5974,0.7604690117252931,51c7b381edeec1f0fb4e3c3f7a4d5a5bf2a49a28,01994833ad94026b07221b3ae0e57783c016b67d,51c7b381edeec1f0fb4e3c3f7a4d5a5bf2a49a28,01994833ad94026b07221b3ae0e57783c016b67d,5974
225,6709,0.9933110367892976,9191dfd0ea7c6c6e8d98c27cef4a699213382d3e,e101010e8126fd22a9209a45ee0daeebd38c8f7c,9191dfd0ea7c6c6e8d98c27cef4a699213382d3e,e101010e8126fd22a9209a45ee0daeebd38c8f7c,6709
226,8110,0.7723577235772358,e2e9ce75aab15707ff3b85378b61f161c0b7886a,39688485b3149cfaa7b97d2e6eb20577b7ad1bff,e2e9ce75aab15707ff3b85378b61f161c0b7886a,39688485b3149cfaa7b97d2e6eb20577b7ad1bff,226
230,4645,0.8158415841584158,0012294b23155a9bc58c1b0c367111d7ef94798a,a643c7684944633c3c5b63d72316bf87d7f9a2f6,0012294b23155a9bc58c1b0c367111d7ef94798a,a643c7684944633c3c5b63d72316bf87d7f9a2f6,230
240,382,0.9813242784380306,52ed413df89f7cc433837d7f8240a053cf55cf04,e9c9086c815d917deede2295ef41eb5b61ff4645,52ed413df89f7cc433837d7f8240a053cf55cf04,e9c9086c815d917deede2295ef41eb5b61ff4645,240
279,8056,0.8563049853372434,599de37e6628fd9e2f42eff08de73e85fc9e3e10,d55c95cedf9904a2776b682518c24b4d4d96bec7,599de37e6628fd9e2f42eff08de73e85fc9e3e10,d55c95cedf9904a2776b682518c24b4d4d96bec7,8056
289,1235,0.9754500818330606,1e07b16fb589780721887f60271a8b1c2868fb8b,40c5741dc18ca03e625306b5bbf6622d097176a3,1e07b16fb589780721887f60271a8b1c2868fb8b,40c5741dc18ca03e625306b5bbf6622d097176a3,289
293,1969,0.6683804627249358,86ec0bb292a33eeec637eb876e2e872e979c3aed,b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee,86ec0bb292a33eeec637eb876e2e872e979c3aed,b84b2f4d6372d8be59d1ed1e6c26f0869ac8b8ee,293
302,1610,0.8980716253443526,a7ffdf9e9f137a0219f1c560ffa0192fe692571d,ea9377ed501631091fcadb975faa2815abd464de,a7ffdf9e9f137a0219f1c560ffa0192fe692571d,ea9377ed501631091fcadb975faa2815abd464de,302
307,7612,0.7016706443914081,c90bd4becaf4f7ff7d7d575f735d8871a88134d1,1962ce0c3b9ad9290eb091be08c9972df5fd63ce,c90bd4becaf4f7ff7d7d575f735d8871a88134d1,1962ce0c3b9ad9290eb091be08c9972df5fd63ce,7612
310,5085,0.9954545454545456,3edfbd82cb41288a9f6081b7e523bc0067932700,23600edff3b249b55369754adb515a31a08288e0,3edfbd82cb41288a9f6081b7e523bc0067932700,23600edff3b249b55369754adb515a31a08288e0,5085
319,4468,0.8446601941747572,4552697d8f6a250de747b259809c1b53bd6a86f4,2f587ec3f121d1121885a4a62d2a4a82422c14be,4552697d8f6a250de747b259809c1b53bd6a86f4,2f587ec3f121d1121885a4a62d2a4a82422c14be,4468
320,7090,0.9590834697217676,27c1ed8df5c163127c53cb72a63493c9873eef47,fa19657a48e6e5c00721869f6744820d2afbb946,27c1ed8df5c163127c53cb72a63493c9873eef47,fa19657a48e6e5c00721869f6744820d2afbb946,7090
325,7340,0.91875,39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe,7c77cd228aef0769225ede4056c91726153bf986,39c68a095d58f0cd5f54e942fee4b22a9c2fd9fe,7c77cd228aef0769225ede4056c91726153bf986,325
327,7665,0.7161572052401747,c9d3b4ce6c4d3491c76779e637c45c1cc8e7d777,709048e98462ce317f8f9e34f47ef9d9409a5a33,c9d3b4ce6c4d3491c76779e637c45c1cc8e7d777,709048e98462ce317f8f9e34f47ef9d9409a5a33,327
332,6335,0.7478632478632479,0ebb754e982cfbea4340ebe1221b3d6804d9e709,48853d71ecf88b9341e448e130d36562470a1ae4,0ebb754e982cfbea4340ebe1221b3d6804d9e709,48853d71ecf88b9341e448e130d36562470a1ae4,332
335,6048,0.6486486486486487,fdac35259beef9903990fde4f2da6522712f419f,5b46f45bca7105d113a22a874ea6c3c36adbb3e4,fdac35259beef9903990fde4f2da6522712f419f,5b46f45bca7105d113a22a874ea6c3c36adbb3e4,6048
337,2787,0.986425339366516,2ab057d0cdf27726b44454e4a35184a46bb1215a,95d818f089f256ffdfabbcb1157a3701ab1bd15e,2ab057d0cdf27726b44454e4a35184a46bb1215a,95d818f089f256ffdfabbcb1157a3701ab1bd15e,337
338,5997,0.8138801261829653,21a1e6d00e97974961b6416002443f175db7fee2,734715f85748a87a9808c740393a4be43de7b152,21a1e6d00e97974961b6416002443f175db7fee2,734715f85748a87a9808c740393a4be43de7b152,5997
339,3945,0.7420289855072464,a39a8d1c05371b88a902d6c519784b300461a8ef,4aa822d0015b48da6fb2c4d88b343babbf16af9b,a39a8d1c05371b88a902d6c519784b300461a8ef,4aa822d0015b48da6fb2c4d88b343babbf16af9b,339
351,4309,0.7483870967741936,bc790409c12bea0176e86b85915f1cfcde1227e6,7b6eae8fdd65b7b50cdc6fd6941989ac833f31c2,bc790409c12bea0176e86b85915f1cfcde1227e6,7b6eae8fdd65b7b50cdc6fd6941989ac833f31c2,351
359,2759,0.96,0ec5bf54921fb55a66383970dbf9040724e281e4,c824fde7bf52707c957aeb5c297268efb9d9a669,0ec5bf54921fb55a66383970dbf9040724e281e4,c824fde7bf52707c957aeb5c297268efb9d9a669,359
359,4875,0.8400702987697716,0ec5bf54921fb55a66383970dbf9040724e281e4,c824fde7bf52707c957aeb5c297268efb9d9a669,0ec5bf54921fb55a66383970dbf9040724e281e4,c824fde7bf52707c957aeb5c297268efb9d9a669,359
369,6242,0.8784440842787682,dfa93f8940770740c6a270c47349fd54d4a713b3,2a75b1663009d46e28127c1b5c92098dbf9ae219,dfa93f8940770740c6a270c47349fd54d4a713b3,2a75b1663009d46e28127c1b5c92098dbf9ae219,369
373,5112,0.887189292543021,efaa33b745b1420d6bf13873a4df09680c7984e0,eb08d5a6852228a7b45deb22f1bf4dde945020c6,efaa33b745b1420d6bf13873a4df09680c7984e0,eb08d5a6852228a7b45deb22f1bf4dde945020c6,5112
377,2006,0.9071207430340558,3f00bbb14df492a54fab0b610251dc56e6876a91,d9c14cae00ab671f7f68387f97440ab574fd49a2,3f00bbb14df492a54fab0b610251dc56e6876a91,d9c14cae00ab671f7f68387f97440ab574fd49a2,2006
381,1670,0.6510416666666666,78115fa70942bfdc2a7aef0a32ba8977c023a8c1,eed650a85abfbb941549598916dc871f793c6bd9,78115fa70942bfdc2a7aef0a32ba8977c023a8c1,eed650a85abfbb941549598916dc871f793c6bd9,1670
389,1570,0.897196261682243,5b36a10ab1c0b5454959edc29a00b0e6c2546974,777cb6d460aba93eda5d7bf2e6f01c5bf9666171,5b36a10ab1c0b5454959edc29a00b0e6c2546974,777cb6d460aba93eda5d7bf2e6f01c5bf9666171,389
390,3655,0.7745358090185677,b603e41fe01e780dc3320ff0245005e193afe17e,fa7c45877a011892020fb5362cef514266ec8802,b603e41fe01e780dc3320ff0245005e193afe17e,fa7c45877a011892020fb5362cef514266ec8802,390
392,1335,0.6844660194174758,901db74191c2acef694ee0ae9c22b64fde422901,5f5426242a8eba77a976e97ab98ef953590c5470,901db74191c2acef694ee0ae9c22b64fde422901,5f5426242a8eba77a976e97ab98ef953590c5470,392
395,4402,0.8411338167435728,0b8bdc9a685b682f08b6337296c98f5c5e731a08,a57e5cff0fcc4dfcdd552af023a3da0406401b89,0b8bdc9a685b682f08b6337296c98f5c5e731a08,a57e5cff0fcc4dfcdd552af023a3da0406401b89,395
395,7248,0.6468716861081655,0b8bdc9a685b682f08b6337296c98f5c5e731a08,a57e5cff0fcc4dfcdd552af023a3da0406401b89,0b8bdc9a685b682f08b6337296c98f5c5e731a08,a57e5cff0fcc4dfcdd552af023a3da0406401b89,7248
408,657,0.9976905311778292,920ac7941e8a386222b8fbc2e21d8f1bfefb7e51,abb291fc74c6c63516c1e8ffabe3d89d29ec2b14,920ac7941e8a386222b8fbc2e21d8f1bfefb7e51,abb291fc74c6c63516c1e8ffabe3d89d29ec2b14,657
415,7847,0.9559543230016312,be5b75960e10130d755d3ded39048cdbe140489f,55b71cf10b08fbeb7cfab2f8ff8b293749edc5da,be5b75960e10130d755d3ded39048cdbe140489f,55b71cf10b08fbeb7cfab2f8ff8b293749edc5da,7847
420,2815,0.6073619631901841,ad4e0a20046326e3bb7a6514d41c38bf902aa69c,1959ef6015c3098b4bd4fa6ee8b76479fad3a390,ad4e0a20046326e3bb7a6514d41c38bf902aa69c,1959ef6015c3098b4bd4fa6ee8b76479fad3a390,2815
433,4641,0.9428571428571428,ffda3e25293d09832e8a6e7b1378b1670af725b2,de5d6cbd75278792715b53a57b73910d69d0abc8,ffda3e25293d09832e8a6e7b1378b1670af725b2,de5d6cbd75278792715b53a57b73910d69d0abc8,433
444,6150,0.8394366197183099,80160aee8cdcbc26e6b65dd28fd07246c349140c,9b191008e5ce88ef5fb79694fa7fb8d7ab10170b,80160aee8cdcbc26e6b65dd28fd07246c349140c,9b191008e5ce88ef5fb79694fa7fb8d7ab10170b,444
445,5393,0.9953917050691244,32f1eae0b439b4138030464580776428020f3998,8425e35c51e6325d19c108ff6a43812a6e417296,32f1eae0b439b4138030464580776428020f3998,8425e35c51e6325d19c108ff6a43812a6e417296,5393
448,7730,0.9965397923875432,4c9ae805e6a1294c144d5f186d81addfebfe43b9,cf861c9fe39191fd0edaa6badd04c2aa63687751,4c9ae805e6a1294c144d5f186d81addfebfe43b9,cf861c9fe39191fd0edaa6badd04c2aa63687751,448
471,1590,0.8073022312373225,3ae1beb604f529e31c9ec9a44a5ea93ff5833558,64302a35d2e4f5bcbd0162482451ec089309df36,3ae1beb604f529e31c9ec9a44a5ea93ff5833558,64302a35d2e4f5bcbd0162482451ec089309df36,471
479,1673,0.8492569002123143,0751ca9d7eb15f21e90374b6fcdc299948d2111e,6520584cb0d400b610e60c6195c0abb66cf7de11,0751ca9d7eb15f21e90374b6fcdc299948d2111e,6520584cb0d400b610e60c6195c0abb66cf7de11,479
480,2970,0.6635514018691588,c48d8ebb652ff465f21ce95dfe7804e7ffe7969e,2d8055fd10fd3a1c649ffbd9581780f9c54f4c2e,c48d8ebb652ff465f21ce95dfe7804e7ffe7969e,2d8055fd10fd3a1c649ffbd9581780f9c54f4c2e,2970
486,5386,0.674364896073903,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,5386
493,2735,0.7436974789915967,80160aee8cdcbc26e6b65dd28fd07246c349140c,9b191008e5ce88ef5fb79694fa7fb8d7ab10170b,80160aee8cdcbc26e6b65dd28fd07246c349140c,9b191008e5ce88ef5fb79694fa7fb8d7ab10170b,2735
514,3879,0.6561797752808989,71a49d1be6c8fde6c5f989c6c25bba5e7c0d4c1e,ed0501645a2223820285268f27af332d7182a104,71a49d1be6c8fde6c5f989c6c25bba5e7c0d4c1e,ed0501645a2223820285268f27af332d7182a104,514
518,5781,0.8786407766990292,1b89a4b69a53c314ee6d79695c54fe4e8503c9d1,5b7127bd29f8d7ed11022b4f1bb3888a10281c58,1b89a4b69a53c314ee6d79695c54fe4e8503c9d1,5b7127bd29f8d7ed11022b4f1bb3888a10281c58,518
529,695,0.9798657718120806,21d45d3daa864fbbbc992c8891c94e7d946e3c2f,30c117108a9684436539014ad33ac8e15fb6dc91,21d45d3daa864fbbbc992c8891c94e7d946e3c2f,30c117108a9684436539014ad33ac8e15fb6dc91,529
536,2981,0.9917355371900828,d589dbea5c3743b8b8b8857d2f729e0fefff6790,f852f6d52948cc94f04225b8268f09a543727684,d589dbea5c3743b8b8b8857d2f729e0fefff6790,f852f6d52948cc94f04225b8268f09a543727684,536
546,1831,0.6972972972972973,ec895429daeec3e37d531a6dbbc0d9b83947d19b,e69c9d7bf9bb5f5c6e6fffb27630bbe831a7b833,ec895429daeec3e37d531a6dbbc0d9b83947d19b,e69c9d7bf9bb5f5c6e6fffb27630bbe831a7b833,546
549,6259,0.7288135593220338,63ce508d942d89bcf695e782b5d4ee85ade5c4e1,fc7bd558af7699381c4f41f2eb7d5326368d386a,63ce508d942d89bcf695e782b5d4ee85ade5c4e1,fc7bd558af7699381c4f41f2eb7d5326368d386a,6259
556,1234,0.9932885906040269,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,1234
557,1344,0.85,77329fa20a0849e2465bedd81feddb2733e827f9,3d50c1de08e50a499e4d17378ea4bedf55369b16,77329fa20a0849e2465bedd81feddb2733e827f9,3d50c1de08e50a499e4d17378ea4bedf55369b16,557
560,2353,0.6021505376344086,33e6eeec4cd55d49a355d41f585e736e616105ed,09e15bb266da86d0a9525d2a94ac0b38f0b53b88,33e6eeec4cd55d49a355d41f585e736e616105ed,09e15bb266da86d0a9525d2a94ac0b38f0b53b88,560
564,4121,0.9962121212121212,440cd84e5d0b7f825bb7c37f0bf5d08ae74b05ab,aaa755ce1aede91735d14134e213374a11df5ee7,440cd84e5d0b7f825bb7c37f0bf5d08ae74b05ab,aaa755ce1aede91735d14134e213374a11df5ee7,564
565,4242,0.6111111111111112,dc1deee713031dad7a5bb56e7361c77ddf076bf3,a29356d8937b8fe6e619c62c83bc51692c069dac,dc1deee713031dad7a5bb56e7361c77ddf076bf3,a29356d8937b8fe6e619c62c83bc51692c069dac,4242
578,6124,0.9981981981981982,d8f915342dee431558368107381583a6db146135,da1bfc89bdd64622df21b78a99235ec0d2512ba7,d8f915342dee431558368107381583a6db146135,da1bfc89bdd64622df21b78a99235ec0d2512ba7,6124
580,7145,0.6847195357833655,0244de3610992df3e77b65de794861810a673a48,89634acca7f883bb26a15b1db301488353d8654d,0244de3610992df3e77b65de794861810a673a48,89634acca7f883bb26a15b1db301488353d8654d,7145
588,908,0.7266666666666667,f9df603da0731b2c220eb3a6256dbc44bab5f234,7fbeb25f303857182172283ada0fdb67669c2458,f9df603da0731b2c220eb3a6256dbc44bab5f234,7fbeb25f303857182172283ada0fdb67669c2458,908
597,4063,0.8957654723127035,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,597
598,6540,0.8957849319615002,a1f8b013b71d089af43911a37d22260e889e82c4,e0cbb949d062a1134c4d98924f51312090e76514,a1f8b013b71d089af43911a37d22260e889e82c4,e0cbb949d062a1134c4d98924f51312090e76514,598
598,6874,0.9710379564669904,a1f8b013b71d089af43911a37d22260e889e82c4,e0cbb949d062a1134c4d98924f51312090e76514,a1f8b013b71d089af43911a37d22260e889e82c4,e0cbb949d062a1134c4d98924f51312090e76514,598
600,2167,0.6809421841541756,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,2167
600,6311,0.9057971014492754,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,9a068a63f5ae85227863a972c7204903fdcca978,73619c0c3ee055ee31944e3a71119e9f68d42794,600
607,6998,0.9813084112149532,3574b6be0940a1444986410c66c7a1706c50e474,569c5eb43316b0439366ccb6ad63e755bf68d46f,3574b6be0940a1444986410c66c7a1706c50e474,569c5eb43316b0439366ccb6ad63e755bf68d46f,6998
608,3063,0.8461538461538461,1f5c8063b08f4fb5c86305d5699db4fd212c3fb0,d5d27c2fea340fa1c4b1f6cc9079810f25115a6b,1f5c8063b08f4fb5c86305d5699db4fd212c3fb0,d5d27c2fea340fa1c4b1f6cc9079810f25115a6b,3063
610,7038,0.625,e62486151d4cdce40cfc63b3e6a0d5344e755388,a415d8d67d6e604038256e4de700466fc1acedba,e62486151d4cdce40cfc63b3e6a0d5344e755388,a415d8d67d6e604038256e4de700466fc1acedba,7038
611,5764,0.9419354838709676,633fdeb354fa5078958e6cc9361f5fa227895228,93d33ac30bf5ff81879ac2671befc0252f832f17,633fdeb354fa5078958e6cc9361f5fa227895228,93d33ac30bf5ff81879ac2671befc0252f832f17,5764
614,2081,0.8235294117647058,f81ef2ee90d9620c42ceb83e328ffee43ef99db3,4bc20c55ce74eed00e16cafa85d5051cf58e51bf,f81ef2ee90d9620c42ceb83e328ffee43ef99db3,4bc20c55ce74eed00e16cafa85d5051cf58e51bf,614
615,647,0.8016877637130801,71f2841a272ee3841125b442bcb747b9ec7bfc35,9697334e04acba28057c7a6fa044167a29c066fe,71f2841a272ee3841125b442bcb747b9ec7bfc35,9697334e04acba28057c7a6fa044167a29c066fe,615
631,2918,0.9943181818181818,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,631
631,3806,0.7401129943502824,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,2b80f65e936e58979de232164026543edb2a79e8,8f01119d68d6a980ec1608e905be6e4f58cb328a,631
634,939,0.896421845574388,9e7f908a5920abd41fcaea2fb1296abca338f48b,9bc175f9377c4d2bee5e1353ca04508f4f411d8e,9e7f908a5920abd41fcaea2fb1296abca338f48b,9bc175f9377c4d2bee5e1353ca04508f4f411d8e,939
